, where, what, value
0, Driver, kernel_time, 0.004608211000
1, Driver, total_time, 0.005212085000
2, GPU[1].CommandProcessor, kernel_time, 0.004496301000
3, GPU[1].SA[0].CU[0], cu_inst_count, 608972.000000000000
4, GPU[1].SA[0].CU[0], cu_CPI, 7.567196849773
5, GPU[1].SA[0].CU[0], cu_IPC, 0.132149330836
6, GPU[1].SA[0].CU[0], simd_inst_count, 371075.000000000000
7, GPU[1].SA[0].CU[0], simd_CPI, 12.418543421141
8, GPU[1].SA[0].CU[1], cu_inst_count, 608972.000000000000
9, GPU[1].SA[0].CU[1], cu_CPI, 7.567196849773
10, GPU[1].SA[0].CU[1], cu_IPC, 0.132149330836
11, GPU[1].SA[0].CU[1], simd_inst_count, 372137.000000000000
12, GPU[1].SA[0].CU[1], simd_CPI, 12.383103534451
13, GPU[1].SA[0].CU[2], cu_inst_count, 608972.000000000000
14, GPU[1].SA[0].CU[2], cu_CPI, 7.567196849773
15, GPU[1].SA[0].CU[2], cu_IPC, 0.132149330836
16, GPU[1].SA[0].CU[2], simd_inst_count, 372550.000000000000
17, GPU[1].SA[0].CU[2], simd_CPI, 12.369375922695
18, GPU[1].SA[0].CU[3], cu_inst_count, 608972.000000000000
19, GPU[1].SA[0].CU[3], cu_CPI, 7.567196849773
20, GPU[1].SA[0].CU[3], cu_IPC, 0.132149330836
21, GPU[1].SA[0].CU[3], simd_inst_count, 372320.000000000000
22, GPU[1].SA[0].CU[3], simd_CPI, 12.377017082080
23, GPU[1].SA[1].CU[0], cu_inst_count, 608972.000000000000
24, GPU[1].SA[1].CU[0], cu_CPI, 7.567196849773
25, GPU[1].SA[1].CU[0], cu_IPC, 0.132149330836
26, GPU[1].SA[1].CU[0], simd_inst_count, 371540.000000000000
27, GPU[1].SA[1].CU[0], simd_CPI, 12.403001022770
28, GPU[1].SA[1].CU[1], cu_inst_count, 608972.000000000000
29, GPU[1].SA[1].CU[1], cu_CPI, 7.567196849773
30, GPU[1].SA[1].CU[1], cu_IPC, 0.132149330836
31, GPU[1].SA[1].CU[1], simd_inst_count, 371110.000000000000
32, GPU[1].SA[1].CU[1], simd_CPI, 12.417372207701
33, GPU[1].SA[1].CU[2], cu_inst_count, 608972.000000000000
34, GPU[1].SA[1].CU[2], cu_CPI, 7.567196849773
35, GPU[1].SA[1].CU[2], cu_IPC, 0.132149330836
36, GPU[1].SA[1].CU[2], simd_inst_count, 372232.000000000000
37, GPU[1].SA[1].CU[2], simd_CPI, 12.379943153732
38, GPU[1].SA[1].CU[3], cu_inst_count, 608972.000000000000
39, GPU[1].SA[1].CU[3], cu_CPI, 7.567196849773
40, GPU[1].SA[1].CU[3], cu_IPC, 0.132149330836
41, GPU[1].SA[1].CU[3], simd_inst_count, 372395.000000000000
42, GPU[1].SA[1].CU[3], simd_CPI, 12.374524362572
43, GPU[1].SA[2].CU[0], cu_inst_count, 608972.000000000000
44, GPU[1].SA[2].CU[0], cu_CPI, 7.567196849773
45, GPU[1].SA[2].CU[0], cu_IPC, 0.132149330836
46, GPU[1].SA[2].CU[0], simd_inst_count, 370662.000000000000
47, GPU[1].SA[2].CU[0], simd_CPI, 12.432380443639
48, GPU[1].SA[2].CU[1], cu_inst_count, 608972.000000000000
49, GPU[1].SA[2].CU[1], cu_CPI, 7.567196849773
50, GPU[1].SA[2].CU[1], cu_IPC, 0.132149330836
51, GPU[1].SA[2].CU[1], simd_inst_count, 372427.000000000000
52, GPU[1].SA[2].CU[1], simd_CPI, 12.373461107814
53, GPU[1].SA[2].CU[2], cu_inst_count, 608972.000000000000
54, GPU[1].SA[2].CU[2], cu_CPI, 7.567196849773
55, GPU[1].SA[2].CU[2], cu_IPC, 0.132149330836
56, GPU[1].SA[2].CU[2], simd_inst_count, 371982.000000000000
57, GPU[1].SA[2].CU[2], simd_CPI, 12.388263410595
58, GPU[1].SA[2].CU[3], cu_inst_count, 608972.000000000000
59, GPU[1].SA[2].CU[3], cu_CPI, 7.567196849773
60, GPU[1].SA[2].CU[3], cu_IPC, 0.132149330836
61, GPU[1].SA[2].CU[3], simd_inst_count, 373011.000000000000
62, GPU[1].SA[2].CU[3], simd_CPI, 12.354088753415
63, GPU[1].SA[3].CU[0], cu_inst_count, 608972.000000000000
64, GPU[1].SA[3].CU[0], cu_CPI, 7.567196849773
65, GPU[1].SA[3].CU[0], cu_IPC, 0.132149330836
66, GPU[1].SA[3].CU[0], simd_inst_count, 371487.000000000000
67, GPU[1].SA[3].CU[0], simd_CPI, 12.404770557247
